FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 8
-----------------------------------

index	1	
time	15:44:04  13.1.2024	
id	LC3-620	
1	49384	
800001	70223	
9999701	50229	
19999701	50489	
29999701	50554	
39999701	50587	
49999701	50587	
59999701	50652	
60799701	69541	
69999401	51757	
79999401	51920	
89999401	51952	
99999401	51985	
109999401	51952	
119999401	52017	
120799401	68793	
129999101	52928	
139999101	53025	
149999101	53026	
159999101	53058	
169999101	53058	
179999101	53058	
180799101	68696	
189998801	54683	
199998801	54943	
209998801	55073	
219998801	55171	
229998801	55236	
239998801	55301	
240798801	69281	
249998501	62063	
259998501	61901	
269998501	61738	
279998501	61738	
289998501	61705	
299998501	61673	
300798501	68241	
309998201	64860	
319998201	64664	
329998201	64469	
339998201	64339	
349998201	64274	
359998201	64144	
360798201	67167	
369997901	66583	
379997901	66062	
389997901	65607	
399997901	65282	
409997901	65022	
419997901	64827	
420797901	64795	
Fo	49384	
Fm	70223	
Fm_L1	69541	
Fm_L2	68793	
Fm_L3	68696	
Fm_L4	69281	
Fm_L5	68241	
Fm_L6	67167	
Fm_L7	64795	
Ft_L1	50652	
Ft_L2	52017	
Ft_L3	53058	
Ft_L4	55301	
Ft_L5	61673	
Ft_L6	64144	
Ft_L7	64827	
QY_max	0.30	
QY_L1	0.27	
QY_L2	0.24	
QY_L3	0.23	
QY_L4	0.20	
QY_L5	0.10	
QY_L6	0.05	
QY_L7	-0.00	
description		
