FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 4
-----------------------------------

index	1	
time	15:11:09  14.1.2024	
id	LC3-620	
1	41159	
800001	67818	
9999701	42101	
19999701	42036	
29999701	42069	
39999701	42069	
49999701	42069	
59999701	42069	
60799701	67655	
69999401	42459	
79999401	42459	
89999401	42491	
99999401	42491	
109999401	42459	
119999401	42491	
120799401	66323	
129999101	43467	
139999101	43727	
149999101	43889	
159999101	43889	
169999101	43857	
179999101	43792	
180799101	64567	
189998801	45743	
199998801	46003	
209998801	45938	
219998801	45743	
229998801	45580	
239998801	45450	
240798801	62064	
249998501	51887	
259998501	51920	
269998501	51985	
279998501	52017	
289998501	51985	
299998501	51952	
300798501	61348	
309998201	56114	
319998201	55952	
329998201	55789	
339998201	55659	
349998201	55594	
359998201	55463	
360798201	60373	
369997901	59755	
379997901	59073	
389997901	58650	
399997901	58260	
409997901	57935	
419997901	57675	
420797901	57642	
Fo	41159	
Fm	67818	
Fm_L1	67655	
Fm_L2	66323	
Fm_L3	64567	
Fm_L4	62064	
Fm_L5	61348	
Fm_L6	60373	
Fm_L7	57642	
Ft_L1	42069	
Ft_L2	42491	
Ft_L3	43792	
Ft_L4	45450	
Ft_L5	51952	
Ft_L6	55463	
Ft_L7	57675	
QY_max	0.39	
QY_L1	0.38	
QY_L2	0.36	
QY_L3	0.32	
QY_L4	0.27	
QY_L5	0.15	
QY_L6	0.08	
QY_L7	-0.00	
description		
