FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 4
-----------------------------------

index	1	
time	12:14:22  15.1.2024	
id	LC3-620	
1	30885	
800001	44345	
9999701	31470	
19999701	31633	
29999701	31730	
39999701	31795	
49999701	31925	
59999701	32023	
60799701	45092	
69999401	32283	
79999401	32251	
89999401	32284	
99999401	32251	
109999401	32283	
119999401	32316	
120799401	44735	
129999101	33096	
139999101	32998	
149999101	32901	
159999101	32901	
169999101	32868	
179999101	32836	
180799101	43922	
189998801	34396	
199998801	34266	
209998801	34169	
219998801	34136	
229998801	34071	
239998801	34006	
240798801	42784	
249998501	37062	
259998501	36997	
269998501	36900	
279998501	36835	
289998501	36705	
299998501	36639	
300798501	40541	
309998201	37940	
319998201	37842	
329998201	37712	
339998201	37615	
349998201	37550	
359998201	37485	
360798201	39468	
369997901	39078	
379997901	38720	
389997901	38428	
399997901	38168	
409997901	38005	
419997901	37875	
420797901	37810	
Fo	30885	
Fm	44345	
Fm_L1	45092	
Fm_L2	44735	
Fm_L3	43922	
Fm_L4	42784	
Fm_L5	40541	
Fm_L6	39468	
Fm_L7	37810	
Ft_L1	32023	
Ft_L2	32316	
Ft_L3	32836	
Ft_L4	34006	
Ft_L5	36639	
Ft_L6	37485	
Ft_L7	37875	
QY_max	0.30	
QY_L1	0.29	
QY_L2	0.28	
QY_L3	0.25	
QY_L4	0.21	
QY_L5	0.10	
QY_L6	0.05	
QY_L7	-0.00	
description		
