FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

index	1	
time	14:39:22  14.1.2024	
id	LC3-620	
1	47303	
800001	69508	
9999701	48051	
19999701	48311	
29999701	48181	
39999701	48116	
49999701	48149	
59999701	48149	
60799701	69184	
69999401	48506	
79999401	48734	
89999401	48734	
99999401	48799	
109999401	48701	
119999401	48734	
120799401	68143	
129999101	49904	
139999101	49871	
149999101	49806	
159999101	49741	
169999101	49709	
179999101	49709	
180799101	66810	
189998801	51270	
199998801	51335	
209998801	51400	
219998801	51432	
229998801	51465	
239998801	51498	
240798801	66290	
249998501	57869	
259998501	57577	
269998501	57447	
279998501	57316	
289998501	57317	
299998501	57251	
300798501	65152	
309998201	60990	
319998201	60763	
329998201	60568	
339998201	60405	
349998201	60340	
359998201	60275	
360798201	64112	
369997901	63461	
379997901	62973	
389997901	62486	
399997901	62129	
409997901	61869	
419997901	61640	
420797901	61543	
Fo	47303	
Fm	69508	
Fm_L1	69184	
Fm_L2	68143	
Fm_L3	66810	
Fm_L4	66290	
Fm_L5	65152	
Fm_L6	64112	
Fm_L7	61543	
Ft_L1	48149	
Ft_L2	48734	
Ft_L3	49709	
Ft_L4	51498	
Ft_L5	57251	
Ft_L6	60275	
Ft_L7	61640	
QY_max	0.32	
QY_L1	0.30	
QY_L2	0.28	
QY_L3	0.26	
QY_L4	0.22	
QY_L5	0.12	
QY_L6	0.06	
QY_L7	-0.00	
description		
