FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

index	1	
time	13:52:56  18.12.2023	
id	OJIP	
11	325	
21	29585	
31	29910	
41	30105	
51	30300	
61	30527	
71	30690	
81	30950	
91	31210	
101	31373	
111	31568	
121	31763	
131	31958	
141	32153	
151	32445	
161	32543	
171	32706	
181	32966	
191	33193	
201	33388	
211	33551	
221	33713	
231	33811	
241	34071	
251	34169	
261	34429	
271	34559	
281	34689	
291	34786	
301	35014	
311	35176	
321	35241	
331	35371	
341	35469	
351	35729	
361	35762	
371	35892	
381	35957	
391	36054	
401	36184	
411	36282	
421	36347	
431	36412	
441	36477	
451	36639	
461	36672	
471	36769	
481	36867	
491	36899	
501	36965	
511	37062	
521	37062	
531	37257	
541	37257	
551	37322	
561	37355	
571	37452	
581	37452	
591	37485	
601	37550	
611	37582	
1021	38818	
1121	38915	
1221	38980	
1321	39013	
1421	39013	
1521	38980	
1621	39013	
1721	38980	
1821	39045	
1921	39045	
2021	39013	
2121	39045	
2221	38948	
2321	39045	
2421	38980	
2521	39013	
2621	38915	
2721	38980	
2821	38980	
2921	38915	
3021	38948	
3121	38948	
3221	38948	
3321	38948	
3421	38818	
3521	38883	
3621	38883	
3721	38883	
3821	38850	
3921	38818	
4021	38818	
4121	38753	
4221	38753	
4321	38818	
4421	38785	
4521	38753	
4621	38818	
4721	38753	
4821	38785	
4921	38785	
5021	38720	
5121	38720	
5221	38753	
5321	38720	
5421	38720	
5521	38720	
5621	38753	
5721	38655	
5821	38688	
5921	38623	
6021	38655	
6121	38655	
6221	38623	
6321	38720	
6421	38688	
6521	38590	
6621	38590	
6721	38655	
6821	38655	
6921	38623	
7021	38623	
7121	38558	
7221	38558	
7321	38655	
7421	38558	
7521	38590	
7621	38558	
7721	38623	
7821	38525	
7921	38525	
8021	38590	
8121	38558	
8221	38623	
8321	38525	
8421	38590	
8521	38590	
8621	38558	
8721	38590	
8821	38558	
8921	38558	
9021	38525	
9121	38558	
9221	38493	
9321	38525	
9421	38493	
9521	38493	
9621	38428	
9721	38493	
9821	38525	
9921	38558	
10021	38428	
10121	38460	
10221	38460	
10321	38395	
10421	38460	
10521	38428	
10621	38493	
10721	38428	
10821	38395	
10921	38428	
11021	38428	
11121	38362	
11221	38428	
11321	38493	
11421	38395	
11521	38265	
11621	38460	
11721	38362	
11821	38395	
11921	38362	
12021	38395	
12121	38460	
12221	38330	
12321	38362	
12421	38265	
12521	38330	
12621	38297	
12721	38330	
12821	38362	
12921	38362	
13021	38265	
13121	38395	
13221	38297	
13321	38330	
13421	38362	
13521	38297	
13621	38265	
13721	38297	
13821	38265	
13921	38297	
15321	38167	
16321	38070	
17321	38135	
18321	38102	
19321	38070	
20321	37940	
21321	37907	
22321	37907	
23321	37907	
24321	37842	
25321	37842	
26321	37810	
27321	37745	
28321	37810	
29321	37680	
30321	37712	
31321	37680	
32321	37615	
33321	37647	
34321	37550	
35321	37615	
36321	37485	
37321	37550	
38321	37485	
39321	37452	
40321	37485	
41321	37452	
42321	37387	
43321	37485	
44321	37355	
45321	37387	
46321	37355	
47321	37387	
48321	37355	
49321	37355	
50321	37387	
51321	37257	
52321	37290	
53321	37257	
54321	37257	
55321	37290	
56321	37225	
57321	37290	
58321	37257	
59321	37192	
60321	37160	
61321	37257	
62321	37192	
63321	37160	
64321	37127	
65321	37192	
66321	37192	
67321	37160	
68321	37127	
69321	37127	
70321	37160	
71321	37160	
72321	37192	
73321	37160	
74321	37127	
75321	37127	
76321	37160	
77321	37160	
78321	37192	
79321	37095	
80321	37160	
81321	37160	
82321	37095	
83321	37127	
84321	37127	
85321	37225	
86321	37127	
87321	37257	
88321	37192	
89321	37160	
90321	37225	
101621	37290	
111621	37485	
121621	37680	
131621	37712	
141621	37940	
151621	38102	
161621	38265	
171621	38362	
181621	38428	
191621	38460	
201621	38493	
211621	38525	
221621	38493	
231621	38493	
241621	38493	
251621	38525	
261621	38493	
271621	38395	
281621	38428	
291621	38428	
301621	38330	
311621	38330	
321621	38232	
331621	38200	
341621	38232	
351621	38200	
361621	38102	
371621	38135	
381621	38070	
391621	38037	
401621	37940	
411621	38037	
421621	37940	
431621	38037	
441621	37972	
451621	37907	
461621	37875	
471621	37875	
481621	37842	
491621	37810	
501621	37842	
511621	37842	
521621	37875	
531621	37875	
541621	37777	
551621	37810	
561621	37875	
571621	37842	
581621	37745	
591621	37777	
601621	37777	
611621	37842	
621621	37777	
631621	37907	
641621	37777	
651621	37777	
661621	37842	
671621	37810	
681621	37745	
691621	37842	
701621	37777	
711621	37810	
721621	37875	
731621	37777	
741621	37810	
751621	37810	
761621	37810	
771621	37810	
781621	37777	
791621	37712	
801621	37810	
811621	37777	
821621	37810	
831621	37842	
841621	37842	
851621	37842	
861621	37842	
871621	37907	
881621	37842	
891621	37810	
901621	37777	
911621	37875	
921621	37810	
931621	37842	
941621	37842	
951621	37940	
961621	37810	
971621	37875	
981621	37907	
991621	37875	
1001621	37907	
1011621	37875	
1021621	37875	
1031621	37875	
1041621	37907	
1051621	37875	
1061621	37907	
1071621	37907	
1081621	37940	
1091621	37875	
1101621	37907	
1111621	37940	
1121621	37940	
1131621	37940	
1141621	37907	
1151621	37907	
1161621	37875	
1171621	37972	
1181621	37940	
1191621	37875	
1201621	37907	
1211621	37972	
1221621	37940	
1231621	37972	
1241621	37907	
1251621	37875	
1261621	37940	
1271621	37940	
1281621	37875	
1291621	37777	
1301621	37907	
1311621	37875	
1321621	37907	
1331621	37907	
1341621	37907	
1351621	37875	
1361621	37875	
1371621	37875	
1381621	37875	
1391621	37907	
1401621	37940	
1411621	37842	
1421621	37842	
1431621	37875	
1441621	37907	
1451621	37875	
1461621	37875	
1471621	37907	
1481621	37875	
1491621	37842	
1501621	37842	
1511621	37907	
1521621	37810	
1531621	37875	
1541621	37810	
1551621	37875	
1561621	37810	
1571621	37907	
1581621	37875	
1591621	37907	
1601621	37907	
1611621	37842	
1621621	37842	
1631621	37810	
1641621	37842	
1651621	37875	
1661621	37875	
1671621	37875	
1681621	37875	
1691621	37875	
1701621	37810	
1711621	37875	
1721621	37842	
1731621	37842	
1741621	37810	
1751621	37875	
1761621	37842	
1771621	37810	
1781621	37842	
1791621	37875	
1801621	37842	
1811621	37875	
1821621	37777	
1831621	37777	
1841621	37875	
1851621	37842	
1861621	37907	
1871621	37875	
1881621	37875	
1891621	37940	
1901621	37810	
1911621	37875	
1921621	37810	
1931621	37907	
1941621	37810	
1951621	37810	
1961621	37777	
1971621	37810	
