FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

index	1	
time	13:32:51  18.12.2023	
id	OJIP	
11	325	
21	17978	
31	18206	
41	18206	
51	18368	
61	18433	
71	18628	
81	18693	
91	18758	
101	18888	
111	19018	
121	19181	
131	19279	
141	19344	
151	19571	
161	19701	
171	19799	
181	19831	
191	19961	
201	20091	
211	20221	
221	20254	
231	20416	
241	20449	
251	20579	
261	20709	
271	20839	
281	20904	
291	21002	
301	21034	
311	21099	
321	21229	
331	21294	
341	21327	
351	21424	
361	21457	
371	21554	
381	21684	
391	21749	
401	21717	
411	21749	
421	21847	
431	21879	
441	21977	
451	21944	
461	22042	
471	22139	
481	22172	
491	22139	
501	22205	
511	22270	
521	22335	
531	22367	
541	22367	
551	22335	
561	22497	
571	22497	
581	22432	
591	22530	
601	22562	
611	22595	
1021	23407	
1121	23472	
1221	23440	
1321	23505	
1421	23537	
1521	23570	
1621	23570	
1721	23602	
1821	23505	
1921	23537	
2021	23505	
2121	23570	
2221	23570	
2321	23505	
2421	23570	
2521	23505	
2621	23505	
2721	23505	
2821	23472	
2921	23505	
3021	23537	
3121	23472	
3221	23570	
3321	23472	
3421	23505	
3521	23505	
3621	23570	
3721	23602	
3821	23505	
3921	23505	
4021	23537	
4121	23570	
4221	23570	
4321	23505	
4421	23537	
4521	23505	
4621	23537	
4721	23635	
4821	23570	
4921	23505	
5021	23602	
5121	23537	
5221	23635	
5321	23602	
5421	23537	
5521	23635	
5621	23602	
5721	23635	
5821	23635	
5921	23668	
6021	23602	
6121	23635	
6221	23635	
6321	23602	
6421	23635	
6521	23537	
6621	23635	
6721	23700	
6821	23700	
6921	23570	
7021	23635	
7121	23635	
7221	23700	
7321	23668	
7421	23700	
7521	23668	
7621	23668	
7721	23700	
7821	23733	
7921	23668	
8021	23570	
8121	23635	
8221	23635	
8321	23668	
8421	23668	
8521	23635	
8621	23700	
8721	23668	
8821	23668	
8921	23668	
9021	23602	
9121	23668	
9221	23635	
