FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

index	1	
time	11:37:40  10.10.2024	
id	NPQ1	
1	1804	
207601	1714	
415201	1774	
622801	1694	
1422801	2303	
2443101	1754	
3450701	1814	
4458301	1774	
5465901	1794	
6473501	1794	
7481101	1764	
8488701	1744	
9496301	1724	
10503901	1744	
11511501	1754	
12519101	1804	
13526701	1814	
14534301	1824	
15541901	1834	
16549501	1824	
17557101	1844	
18564701	1814	
19364701	2303	
20385001	1814	
21392601	1814	
22400201	1834	
23407801	1864	
24415401	1844	
25423001	1844	
26430601	1864	
27438201	1854	
28445801	1844	
29453401	1844	
30461001	1844	
31261001	2323	
32281301	1834	
33288901	1844	
34296501	1884	
35304101	1824	
36311701	1814	
37319301	1834	
38326901	1824	
39334501	1874	
40342101	1874	
41349701	1824	
42357301	1825	
43157301	2313	
44177601	1874	
45185201	1824	
46192801	1854	
47200401	1834	
48208001	1814	
49215601	1824	
50223201	1834	
51230801	1854	
52238401	1824	
53246001	1874	
54253601	1824	
55053601	2313	
56073901	1814	
57081501	1844	
58089101	1864	
59096701	1814	
60104301	1834	
61111901	1854	
62119501	1834	
63127101	1814	
64134701	1834	
65142301	1824	
66149901	1834	
66949901	2303	
67970201	1844	
68977801	1854	
69985401	1874	
70993001	1794	
73000601	1774	
74008201	1774	
75015801	1814	
76023401	1814	
77031001	1794	
78038601	1754	
79046201	1744	
80053801	1784	
81061401	1734	
82069001	1784	
83076601	1804	
83876601	2263	
84896901	1824	
85904501	1824	
86912101	1814	
87919701	1754	
88927301	1784	
89934901	1754	
90942501	1804	
91950101	1804	
92957701	1754	
93965301	1774	
94972901	1774	
95980501	1744	
96988101	1734	
97995701	1764	
99003301	1774	
100010901	1794	
101018501	1754	
102026101	1774	
103033701	1794	
104041301	1804	
105048901	1754	
106056501	1735	
107064101	1794	
108071701	1774	
109079301	1794	
109879301	2203	
110899601	1824	
111907201	1814	
112914801	1804	
113922401	1804	
114930001	1764	
115937601	1754	
116945201	1774	
117952801	1744	
118960401	1714	
119968001	1764	
120975601	1774	
121983201	1814	
122990801	1764	
123998401	1734	
125006001	1744	
126013601	1724	
127021201	1725	
128028801	1754	
129036401	1734	
130044001	1754	
131051601	1744	
132059201	1774	
133066801	1764	
134074401	1734	
135082001	1744	
135882001	2193	
136902301	1774	
137909901	1754	
138917501	1774	
139925101	1804	
140932701	1744	
141940301	1784	
142947901	1734	
143955501	1734	
144963101	1754	
145970701	1774	
146978301	1724	
147985901	1764	
148993501	1754	
150001101	1744	
151008701	1754	
152016301	1714	
153023901	1724	
154031501	1734	
155039101	1714	
156046701	1734	
157054301	1724	
158061901	1694	
159069501	1774	
160077101	1774	
161084701	1684	
Fo	1804	
Fm	2303	
Fp	1834	
Fm_L1	2303	
Fm_L2	2323	
Fm_L3	2313	
Fm_L4	2313	
Fm_Lss	2303	
NPQ_L1	0.00	
NPQ_L2	-0.01	
NPQ_L3	-0.00	
NPQ_L4	-0.00	
NPQ_Lss	0.00	
Qp_L1	0.98	
Qp_L2	0.95	
Qp_L3	0.97	
Qp_L4	0.97	
Qp_Lss	0.89	
Rfd	0.00	
Fm_D1	2263	
Fm_D2	2203	
Fm_D3	2193	
NPQ_D1	0.02	
NPQ_D2	0.05	
NPQ_D3	0.05	
Qp_D1	0.95	
Qp_D2	0.89	
Qp_D3	0.98	
QY_max	0.22	
QY_L1	0.21	
QY_L2	0.21	
QY_L3	0.21	
QY_L4	0.21	
QY_Lss	0.20	
QY_D1	0.20	
QY_D2	0.19	
QY_D3	0.20	
FLASH-Wavelength [nm]	455.00	
FLASH-Percent [%]	15.00	
FLASH-Intensity [uE]	-NAN	
SUPER-Wavelength [nm]	455.00	
SUPER-Percent [%]	15.00	
SUPER-Intensity [uE]	-NAN	
ACTINIC-Wavelength [nm]	455.00	
ACTINIC-Percent [%]	1.00	
ACTINIC-Intensity [uE]	10.00	
description		
