FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

index	1	
time	10:23:00  10.10.2024	
id	NPQ1	
1	3420	
207601	3420	
415201	3410	
622801	3389	
1422801	7089	
2443101	4716	
3450701	4277	
4458301	4028	
5465901	3878	
6473501	3838	
7481101	3729	
8488701	3649	
9496301	3599	
10503901	3609	
11511501	3549	
12519101	3559	
13526701	3609	
14534301	3679	
15541901	3759	
16549501	3709	
17557101	3709	
18564701	3759	
19364701	5164	
20385001	3729	
21392601	3719	
22400201	3729	
23407801	3749	
24415401	3729	
25423001	3729	
26430601	3729	
27438201	3739	
28445801	3709	
29453401	3719	
30461001	3719	
31261001	4945	
32281301	3709	
33288901	3798	
34296501	3759	
35304101	3739	
36311701	3709	
37319301	3709	
38326901	3709	
39334501	3689	
40342101	3709	
41349701	3689	
42357301	3699	
43157301	4925	
44177601	3739	
45185201	3699	
46192801	3699	
47200401	3729	
48208001	3739	
49215601	3699	
50223201	3719	
51230801	3699	
52238401	3739	
53246001	3719	
54253601	3709	
55053601	4915	
56073901	3769	
57081501	3719	
58089101	3749	
59096701	3709	
60104301	3699	
61111901	3729	
62119501	3709	
63127101	3759	
64134701	3699	
65142301	3729	
66149901	3749	
66949901	4935	
67970201	3719	
68977801	3759	
69985401	3669	
70993001	3729	
73000601	3519	
74008201	3469	
75015801	3449	
76023401	3400	
77031001	3419	
78038601	3400	
79046201	3409	
80053801	3380	
81061401	3420	
82069001	3390	
83076601	3400	
83876601	4925	
84896901	3589	
85904501	3489	
86912101	3539	
87919701	3499	
88927301	3509	
89934901	3459	
90942501	3469	
91950101	3449	
92957701	3449	
93965301	3459	
94972901	3449	
95980501	3459	
96988101	3439	
97995701	3449	
99003301	3459	
100010901	3449	
101018501	3459	
102026101	3439	
103033701	3439	
104041301	3439	
105048901	3439	
106056501	3400	
107064101	3419	
108071701	3400	
109079301	3380	
109879301	4975	
110899601	3579	
111907201	3519	
112914801	3529	
113922401	3499	
114930001	3479	
115937601	3489	
116945201	3479	
117952801	3469	
118960401	3449	
119968001	3459	
120975601	3459	
121983201	3449	
122990801	3399	
123998401	3459	
125006001	3459	
126013601	3449	
127021201	3469	
128028801	3429	
129036401	3429	
130044001	3439	
131051601	3430	
132059201	3439	
133066801	3400	
134074401	3419	
135082001	3439	
135882001	4995	
136902301	3579	
137909901	3469	
138917501	3519	
139925101	3469	
140932701	3489	
141940301	3459	
142947901	3439	
143955501	3459	
144963101	3409	
145970701	3469	
146978301	3449	
147985901	3459	
148993501	3459	
150001101	3419	
151008701	3429	
152016301	3419	
153023901	3479	
154031501	3420	
155039101	3390	
156046701	3420	
157054301	3429	
158061901	3420	
159069501	3449	
160077101	3429	
161084701	3489	
Fo	3420	
Fm	7089	
Fp	3759	
Fm_L1	5164	
Fm_L2	4945	
Fm_L3	4925	
Fm_L4	4915	
Fm_Lss	4935	
NPQ_L1	0.37	
NPQ_L2	0.43	
NPQ_L3	0.44	
NPQ_L4	0.44	
NPQ_Lss	0.44	
Qp_L1	0.62	
Qp_L2	0.58	
Qp_L3	0.58	
Qp_L4	0.58	
Qp_Lss	0.84	
Rfd	0.00	
Fm_D1	4925	
Fm_D2	4975	
Fm_D3	4995	
NPQ_D1	0.44	
NPQ_D2	0.42	
NPQ_D3	0.42	
Qp_D1	0.73	
Qp_D2	0.75	
Qp_D3	0.72	
QY_max	0.52	
QY_L1	0.27	
QY_L2	0.25	
QY_L3	0.25	
QY_L4	0.25	
QY_Lss	0.24	
QY_D1	0.31	
QY_D2	0.32	
QY_D3	0.31	
FLASH-Wavelength [nm]	455.00	
FLASH-Percent [%]	15.00	
FLASH-Intensity [uE]	-NAN	
SUPER-Wavelength [nm]	455.00	
SUPER-Percent [%]	15.00	
SUPER-Intensity [uE]	-NAN	
ACTINIC-Wavelength [nm]	455.00	
ACTINIC-Percent [%]	1.00	
ACTINIC-Intensity [uE]	10.00	
description		
