TITLE,
DATA TYPE,FLUORESCENCE SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,2023/08/04
TIME,10:01:05
SPECTROMETER/DATA SYSTEM,JASCO Corp., FP-8550, Rev. 1.00
DELTAX,0.5
XUNITS,NANOMETERS
YUNITS,INTENSITY
FIRSTX,  500.0000
LASTX,  800.0000
NPOINTS,     601
FIRSTY,    34.90010
MAXY,   587.65900
MINY,    12.29831
XYDATA
,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650
500,34.9001,35.3147,33.2615,30.1965,25.1782,20.9991,17.317,14.6295,13.3064,13.6598,13.9643,14.3046,13.3462,13.0057,12.796,12.5858,12.3447,11.3935,9.62473,10.0049,10.7626,11.6613,12.6813,11.9871,11.5274,13.2724,21.811,92.8214,375.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500.5,35.1236,35.7826,32.8674,30.0419,24.66,20.7141,17.3778,14.6672,13.3335,13.659,14.0684,13.985,13.3428,12.8997,13,12.4491,12.3225,11.3146,9.76879,9.92598,10.9339,11.6359,12.6524,12.0541,11.3844,13.0956,19.9332,79.1805,344.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,35.2412,35.7475,32.6765,29.5812,24.3649,20.7286,17.3347,14.7141,13.4322,13.5942,13.9604,13.888,13.396,12.8507,12.9578,12.4168,12.3522,11.3356,9.79412,9.9096,11.0476,11.6343,12.7111,11.8969,11.1936,13.0591,18.7106,67.7328,313.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501.5,35.0957,35.2852,32.394,29.5539,24.0946,20.6983,17.2082,14.7752,13.5036,13.7091,13.896,13.7497,13.5137,12.8477,12.9577,12.284,12.4414,11.2323,9.84622,9.98439,11.2258,11.918,12.6567,11.9895,11.1347,12.9681,17.7704,58.2213,286.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,34.739,34.951,32.2465,29.3953,24.2542,20.7378,16.9198,14.5952,13.5538,13.6406,13.8926,13.8468,13.7565,13.0251,12.877,12.5113,12.5562,11.301,9.91344,10.0096,11.2087,11.9708,12.5372,11.8095,11.0774,12.7394,16.7538,49.6196,255.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.5,34.4313,34.5317,32.1727,29.113,24.112,20.5623,16.7002,14.725,13.607,13.8985,13.9522,14.1809,13.7451,13.222,12.8332,12.6316,12.4673,11.3786,9.86683,10.1335,11.3191,11.9822,12.4763,11.8897,11.0522,12.5167,16.088,43.1807,226.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,33.9958,34.5227,31.4297,28.734,23.9886,20.3466,16.6565,14.4468,13.4323,13.7697,14.1454,14.0969,13.9661,13.1537,12.8454,12.7458,12.5341,11.5716,10.0089,10.107,11.3183,11.8545,12.5642,11.9516,11.0116,12.3273,15.2802,37.3329,199.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503.5,33.4411,34.2357,31.5287,28.5728,23.8867,20.2564,16.559,14.5694,13.4759,13.5904,14.065,14.1748,13.8275,13.4012,12.866,12.898,12.5108,11.6039,10.042,10.189,11.3505,11.8609,12.579,12.0005,11.1208,12.1976,14.6608,32.9897,173.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,33.3375,33.2493,31.2052,28.506,24.0998,20.2925,16.5718,14.3845,13.5179,13.5837,14.1614,14.1538,13.8919,13.4247,12.9323,12.9271,12.5752,11.5513,10.058,10.2449,11.3353,12.0932,12.5655,12.1705,11.1953,11.9964,14.4048,29.2006,149.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504.5,33.4865,32.8633,31.5806,28.4203,24.2147,20.3668,16.6568,14.3364,13.6017,13.5961,14.1456,14.2205,13.7118,13.5748,12.8425,12.9196,12.6165,11.6605,10.0789,10.3333,11.2498,12.3786,12.5225,12.2107,11.2234,11.8601,14.0045,26.0576,129.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,33.3852,31.9203,31.7981,27.7525,24.4639,20.4394,16.7993,14.2815,13.6151,13.6947,14.1316,14.1006,13.8214,13.3399,12.9713,12.8422,12.6731,11.6957,10.0621,10.3256,11.2195,12.6302,12.4347,12.2514,11.2811,11.8196,13.8216,23.4816,111.717,378.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505.5,33.2801,32.1418,31.4997,27.9604,24.4006,20.2354,16.938,14.0204,13.5588,13.7351,14.1499,14.0916,13.7711,13.3319,13.0273,12.8801,12.5735,11.5215,10.1038,10.3131,11.082,12.5752,12.4647,12.3135,11.385,11.7821,13.7061,21.4407,96.4879,351.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,32.8743,31.9829,30.7689,27.8959,23.9721,20.3381,17.0602,13.9768,13.5604,13.7298,14.2427,14.066,13.7886,13.2713,12.9857,13.0339,12.6679,11.5251,9.98632,10.2985,11.1704,12.5424,12.6266,12.2105,11.4995,11.6945,13.7121,19.7447,83.8173,322.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506.5,32.3918,31.9759,30.3743,27.8104,23.8035,20.26,16.9636,14.0735,13.4201,13.838,14.4095,14.0511,13.7697,13.3316,12.9481,13.1544,12.7213,11.601,10.2008,10.4007,11.1155,12.5959,12.5245,12.104,11.4556,11.645,13.4768,18.3402,71.9599,292.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,32.2366,32.0056,30.523,27.9242,23.8742,19.9763,16.8657,14.0465,13.4069,13.7006,14.4902,14.0212,13.6316,13.3043,12.8816,13.1519,12.7121,11.7538,10.2995,10.4813,11.1136,12.5635,12.3859,11.9834,11.5187,11.6224,13.5185,17.3813,61.4074,261.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507.5,31.8972,32.2871,30.3122,27.9571,23.9437,20.0057,16.6357,14.2872,13.4989,13.6388,14.4835,13.9745,13.604,13.3369,12.9068,13.1437,12.7775,11.7786,10.4441,10.5468,11.1625,12.6745,12.4284,11.9095,11.5591,11.628,13.3347,16.6732,52.0921,232.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,31.7478,32.4218,30.4953,27.3317,24.1847,19.9171,16.5287,14.2999,13.7009,13.5018,14.3754,13.9891,13.6519,13.337,12.9218,13.0389,12.7477,11.8085,10.5201,10.6333,11.1245,12.6009,12.4265,11.8427,11.5807,11.7821,13.3781,16.1577,45.5178,207.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508.5,31.4729,32.4215,30.3072,27.2619,24.118,19.8834,16.6488,14.492,14.0236,13.5985,14.4622,13.8717,13.6873,13.2426,13.0589,13.19,12.6743,11.7171,10.4223,10.6564,11.2723,12.6732,12.4521,11.7001,11.4634,11.773,13.2631,15.6931,39.2967,182.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,31.472,32.2259,30.1554,27.1785,23.8096,19.8293,16.5387,14.3747,14.0694,13.4886,14.3763,13.9507,13.6767,13.2778,13.0977,13.2641,12.8227,11.7512,10.5156,10.7226,11.2553,12.6588,12.436,11.5712,11.4277,11.7825,13.0654,15.2483,34.3212,160.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509.5,31.6846,32.6595,30.5606,27.2754,23.688,19.8361,16.4722,14.3889,14.0418,13.6382,14.4989,13.6835,13.8398,13.3623,13.2845,13.2954,12.7647,11.85,10.571,10.825,11.429,12.6571,12.3844,11.5346,11.4629,11.7794,12.9053,14.8044,30.2931,139.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
